Name,City,State,Zip,Amount
Southfield High School,Southfield,MI,48033,150
John F Kennedy Senior High School,Cedar Rapids,IA,52402,150
W L Greene Alternative School,Nashville,NC,27856,150
Oak Harbor High School,Oak Harbor,OH,43449,150
George Wythe High School,Wytheville,VA,24382,150
Oaks Mission High School,Oaks,OK,74359,150
Sidney High School,Sidney,NE,69162,150
Accelerated Schools,Denver,CO,80210,150
Stanton College Preparatory School,Jacksonville,FL,32209,150
Friona High School,Friona,TX,79035,150
Lowcountry Montessori School,Beaufort,SC,00nan,2700
Oxford Academy High School,Coral Springs,FL,33065,500
Cruiser Academy,Columbus,OH,43232,150
Argyle High School,Argyle,WI,53504,150
Goal Academy,Cleveland,TN,37312,150
Humphreys College Academy Of Business/Law/Education,Stockton,CA,95207,150
Horizon Science Academy - Dayton,Dayton,OH,45415,150
Woodhall School,Bethlehem,CT,06751,150
Napoleon High School,Napoleon,OH,43545,150
Prairie Winds Christian School,Adrian,MN,56110,500
PreEngineering Academies At Englewood,Englewood,NJ,07631,150
Richton High School,Richton,MS,39476,150
Lake Park-Audubon High School,Lake Park,MN,56554,150
Saint Paul's Academy,Bellingham,WA,98225,2700
Georgia Mountains Christian Academy,Mount Airy,GA,30563,500
Thomas W Martin High School,Goodsprings,AL,35560,150
New Dorp High School,Staten Island,NY,10306,150
Glenoaks Therapeutic Day School-West Campus,North Aurora,IL,60542,150
Eastern Alamance High School,Mebane,NC,27302,150
Piedmont Home Educators Association,Greenville,SC,29609,2250
New Birth Christian Academy,Lithonia,GA,30038,500
Kootenai Junior-Senior High School,Harrison,ID,83833,150
Southwest Christian Academy,Moore,OK,73160,500
Sands High School,Ackerly,TX,79713,150
Princeton Claremont Academy,Waldorf,MD,20604,500
Saint Mary Junior-Senior High School,Lynn,MA,01902,2700
San Diego Early-Middle College,San Diego,CA,92101,150
Schuylerville Central School,Schuylerville,NY,12871,150
Southland Senior High School,Adams,MN,55909,150
Idea Frontier College Preparatory,Brownsville,TX,78521,150
"Harlem Children's Zone, Inc.",New York,NY,10035,150
Mount Saint Mary Academy,Little Rock,AR,72205,2700
Carrizozo High School,Carrizozo,NM,88301,150
Wakonda High School,Wakonda,SD,00nan,2700
Eman Schools,Fishers,IN,46038,500
Hodgeman County High School,Jetmore,KS,67854,150
El Campo High School,El Campo,TX,77437,150
Arshag Dickranian Armenian School,Los Angeles,CA,90038,150
Crescent Academy for Multisensory Learning,Oklahoma City,OK,73120,150
Oxford Preparatory High School,Oxford,NC,27565,500
Valley Vista High School,Surprise,AZ,85374,150
Kings Academy The,Anaheim,CA,92804,150
Lake Oconee Academy,Greensboro,GA,30642,150
Saddleback Christian Academy,Mission Viejo,CA,92691,500
Liberty Christian High School,Anderson,IN,46016,500
Grace Tabernacle Baptist School,Mobile,AL,36695,500
Lake Pointe Academy,York,SC,29745,150
Arizona Preparatory Academy,Phoenix,AZ,00nan,2700
El Sobrante Christian High School,El Sobrante,CA,94803,500
Center Senior High School,Kansas City,MO,64131,150
George Washington Carver Preparatory Academy,New Orleans,LA,70127,150
Applied Arts Science and Technology Academy,Chicago,IL,60624,150
Owosso Christian School,Owosso,MI,48867,500
Central Christian School,Watsonville,CA,95076,500
Bergen School,Jersey City,NJ,07305,150
Ruben Salazar High School,Pico Rivera,CA,90660,150
Believers Academy,West Palm Bch,FL,33407,150
School of Law and Business at Crawford High Educational Complex,San Diego,CA,92115,150
Cumberland High School,Cumberland,VA,23040,150
Centaurus High School,Lafayette,CO,80026,150
Bais Yaakov of Boston High School for Girls,Brighton,MA,02135,500
Leonard E Burket Christian School,Ctr Moriches,NY,11934,500
Applied Technology High School - Umm Al Quwain Boys,Fujairah,,00nan,2700
Austin Area Junior-Senior High School,Austin,PA,16720,150
Falmouth High School,Falmouth,MA,02540,150
Herbert Henry Dow High School,Midland,MI,48640,150
Manor Excel Academy,Manor,TX,78653,500
East Valley High School,Spokane Vly,WA,99216,150
Delta Charter School,Ferriday,LA,71334,150
Western Brown High School,Mount Orab,OH,45154,150
Cortland Christian Academy,Cortland,NY,13045,500
Renaissance School at Olympic,Charlotte,NC,28273,150
Coulterville High School,Coulterville,IL,62237,150
Oakland School,Pittsburgh,PA,15213,150
Abdul Hamid Sharaf,Amman,,00nan,2700
Montessori Academy Upland,Upland,CA,91786,500
Mary Immaculate Academy,New Britain,CT,06053,500
Eastern University Academy Charter School,Philadelphia,PA,19129,150
Shenandoah Valley Governor's School,Fishersville,VA,22939,150
Claremont International High School,Bronx,NY,10457,150
Columbia Academy,Columbia,MS,39429,150
Fairhaven Baptist Academy,Chesterton,IN,46304,500
Bloomington High School South,Bloomington,IN,47401,150
Youth Development Center,Jacksonville,FL,32209,150
Academy At Soar,Balsam,NC,28707,150
William V Fisher Catholic High School,Lancaster,OH,43130,2700
Boston School,Big Bear City,CA,92314,150
Valley Stream South High School,Valley Stream,NY,11581,150
Merced Scholars Charter School,Merced,CA,95340,500
Vermont Academy,Saxtons River,VT,05154,150
E C Glass High School,Lynchburg,VA,24501,150
Jackpot Combined School,Jackpot,NV,89825,150
Goose Creek Memorial High School,Baytown,TX,77521,150
Agricultural Secondary School-Wizo,Yehuda,,00nan,2700
Tavares High School,Tavares,FL,32778,150
Bonnie Brae School,Liberty Corner,NJ,07938,150
Pacelli High School,Austin,MN,55912,2700
Nashua High School South,Nashua,NH,03062,150
Urbana High School,Urbana,OH,43078,150
Campolindo High School,Moraga,CA,94556,150
Yeshiva Rabbi Solomon Kluger,Brooklyn,NY,11204,500
Colorado Virtual Academy,Northglenn,CO,80233,150
Kennesaw Mountain High School,Kennesaw,GA,30152,150
Career Opportunity Center,Kansas City,KS,66106,150
Monroe Bay Christian Academy,Colonial Bch,VA,22443,500
Dr. Wright L. Lassiter Jr. Early College,Dallas,TX,75202,150
Kohelet Yeshiva High School,Merion Sta,PA,19066,150
Francis Tuttle Area Technology Center District 21,Oklahoma City,OK,73142,150
PCAL Christian School,The Woodlands,TX,77387,500
Nutley Abundant Life,Nutley,NJ,07110,150
Prestonwood Christian Academy,Plano,TX,75093,500
Jefferson Davis County Vocational-Technical Center,Carson,MS,39427,150
William Mason High School,Mason,OH,45040,150
Warren Christian School,Warren,OH,44485,500
King Kekaulike High School,Makawao,HI,96768,150
Jefferson Davis Senior High School,Houston,TX,77009,150
Sunnyslope High School,Phoenix,AZ,85021,150
Ignatius Beans School,Mountain Village,AK,99632,150
Carson Christian School,Carson,CA,90745,500
Cony High School,Augusta,ME,04330,150
Westran RI Senior High School,Huntsville,MO,65259,150
Mid Peninsula High School,Rock,MI,49880,500
Eagle Academy of Trinity,Trinity,TX,75862,150
University Neighborhood High School,New York,NY,10002,150
Westerville Central High School,Westerville,OH,43082,150
Stanford High School,Stanford,MT,59479,150
Lancaster Senior High School,Lancaster,WI,53813,150
Northstar Academy,Colorado Spgs,CO,80918,150
John Champe High School,Aldie,VA,20105,150
San Diego High School for Media Visual and Performing Arts,San Diego,CA,92101,150
Howard School,Ruston,LA,71270,150
Waynesboro High School,Waynesboro,VA,22980,150
Iris Wolfson High School,Greenvale,NY,11548,150
Galileo Academy of Science and Technology,San Francisco,CA,94109,150
Berkshire Christian School,Lenox,MA,01240,500
Clover Garden School,Burlington,NC,27217,150
Bishop Noll Institute,Hammond,IN,46327,2700
Fall Alternative Learning Site,Oconto Falls,WI,54154,150
Eagle View Christian School,Yelm,WA,98597,500
Belen High School,Belen,NM,87002,150
Hawaii Technology Academy,Waipahu,HI,96797,150
Willamina High School,Willamina,OR,97396,150
Paseo Academy of Fine and Performing Arts,Kansas City,MO,64110,150
Community Baptist Church School,Westminster,MD,21158,500
Maxwell High School,Maxwell,CA,95955,500
Asseddig Language School,Sharkia,,00nan,2700
Quest Early College High School,Houston,TX,77044,150
High School Of Health Sciences,Wales,WI,53183,150
Robinson Township Christian School,Mc Kees Rocks,PA,15136,500
Burstall School,Burstall,SK,00nan,2700
Lowry City Christian School,Lowry City,MO,64763,500
Abernathy High School,Abernathy,TX,79311,150
Integral Youth Services - Klamath Falls,Klamath Falls,OR,97601,150
Finest of the Wheat Christian Academy,Atco,NJ,08004,500
Focus Learning Academy North,Columbus,OH,43229,150
Mount San Jacinto High School,Cathedral Cty,CA,92234,150
Colorado Early Colleges - Fort Collins,Fort Collins,CO,80525,150
Adairsville High School,Adairsville,GA,30103,150
The Excel Center-South Bend,South Bend,IN,00nan,2700
Waverly Central High School,Waverly,TN,37185,150
Nenana High School,Nenana,AK,99760,150
Cardinal Ritter College Preparatory,Saint Louis,MO,63120,2700
Harker Heights High School,Harker Hts,TX,76548,150
West Brook Senior High School,Beaumont,TX,77706,150
Berkshire Junior-Senior High School,Canaan,NY,12029,150
East Bakersfield High School,Bakersfield,CA,93306,150
Henry Snyder High School,Jersey City,NJ,07305,150
Greene Correctional Facility - Educational Center,Coxsackie,NY,12051,150
Memorial Baptist Christian School,Williamsport,PA,17701,500
Madera High School,Madera,CA,93637,500
London Christian Academy,London,KY,40741,500
Wilsonville High School,Wilsonville,OR,97070,150
Paul Laurence Dunbar High School,Washington,DC,20001,150
Edison-Fareira High School,Philadelphia,PA,19140,150
Medfield High School,Medfield,MA,02052,500
Ronald Reagan Academy,Dinuba,CA,93618,150
Michigan Training Unit High School,Ionia,MI,48846,500
Pace Preparatory Academy,Camp Verde,AZ,86322,500
Paul W Bryant High School,Cottondale,AL,35453,150
Virginia Department Visual Handicap,Richmond,VA,23227,150
Houston Independent School District Virtual School,Houston,TX,77092,150
Benton High School,Benton,AR,72015,150
Thoreau High School,Woodland Hls,CA,91364,150
BIS Canada,Seongnam-Si,,00nan,2700
Cerro Gordo High School,Cerro Gordo,IL,61818,150
Triangle Lake High School,Blachly,OR,97412,150
Putnam High School,Putnam,CT,06260,150
Word Of God Christian Academy,Raleigh,NC,27610,500
Tiferes Academy,Brooklyn,NY,11234,500
Central Valley High School,Ceres,CA,95307,150
Philadelphia High School for Creative and Performing Arts,Philadelphia,PA,19147,150
Sierra Vista Charter High School,Tulare,CA,00nan,2700
Switzerland County High School,Vevay,IN,47043,150
Benedictine Academy,Elizabeth,NJ,07208,2700
"Delaware Adolescent Program, Inc: Seaford",Georgetown,DE,19947,150
Oneonta Christian Academy,Oneonta,AL,35121,500
Morgan City High School,Morgan City,LA,70380,150
Whiteface High School,Whiteface,TX,79379,150
Thornton High School,Thornton,CO,80229,150
King School,Stamford,CT,06905,150
Fundamental Christian School,Brownsville,TX,78523,500
New Covenant Academy,Albany,GA,31708,150
Carlisle High School,Carlisle,OH,45005,150
Tioga Center Christian School,Tioga Center,NY,13845,500
John T Goad Christian School,Little Rock,AR,72204,500
Lumen Charter High School,Ripon,WI,54971,500
A N Myer Secondary School,Niagara Falls,ON,00nan,2700
Da Vinci Charter Academy,Davis,CA,95616,150
The Meeting School,Rindge,NH,03461,500
Tampa Street School,Tampa,FL,33610,500
Klamath Union High School,Klamath Falls,OR,97601,150
Corbin Academy,Skowhegan,ME,04976,150
Life Skills Center of North Akron,Akron,OH,44310,500
Odenton Christian School,Odenton,MD,21113,500
Zeigler-Royalton High School,Zeigler,IL,62999,150
Indian Creek Senior High School,Trafalgar,IN,46181,150
Madera Adult School,Madera,CA,93637,500
Saint Paul High School,Norwalk,OH,44857,150
California High School,San Ramon,CA,94583,150
North Nodaway R-Vi High School,Hopkins,MO,64461,150
Affiliated Alternatives,Madison,WI,53703,150
Premiere Education Charter School,Long Beach,CA,90805,500
East Iberville High School,Saint Gabriel,LA,70776,150
Montgomery City Youth Center,Montgomery Cy,MO,63361,150
Haxtun High School,Haxtun,CO,80731,150
Hayward High School,Hayward,WI,54843,150
Batt Learning Center,Juno Beach,FL,33408,150
Abraxas High School,Pittsburgh,PA,15221,150
Iskcon School,Hillsborough,NC,27278,150
Westside High School,Jonesboro,AR,72404,150
Colorado Academy,Denver,CO,80235,150
Island Village Montessori Charter School,Venice,FL,34292,150
West Side Middle School,Amite,LA,70422,150
Gravette High School,Gravette,AR,72736,150
Christian Academy of Lawrenceburg,Lawrenceburg,KY,40342,500
Alcuin School,Dallas,TX,75230,150
Eduprize School,Gilbert,AZ,85233,150
Houma Christian School,Houma,LA,70360,500
Valley Traditional High School,Valley Sta,KY,40272,150
South County Career Center,Ruskin,FL,33570,150
Frederick A Douglass Academy,Chicago,IL,60644,150
Eckerd Academy of the Blue Ridge,Suches,GA,30572,150
Stuarts Draft High School,Stuarts Draft,VA,24477,150
American International School Of Lome,Lome,,00nan,2700
Shaare Torah High School,Brooklyn,NY,11218,500
Hughes Springs High School,Hughes Spgs,TX,75656,150
Kimber Academy,Ogden,UT,84404,150
West Roxbury Academy,West Roxbury,MA,02132,150
Orange County High School,Orange,VA,22960,150
Elkhart High School,Elkhart,KS,67950,150
Praise Christian Academy,Dallas,TX,75211,500
Somersworth High School and Regional Vocational School,Somersworth,NH,03878,150
Charterhouse School,Richmond,VA,23230,150
Columbia River Chrstian Academy,Kettle Falls,WA,99141,500
Logan-Magnolia High School,Logan,IA,51546,500
New Hanover High School,Wilmington,NC,28401,150
Cleburne County Christian School,Heber Springs,AR,72543,500
Windham High School,Windham,OH,44288,150
Al Najah Secondary Girls School,Ramallah - West Bank,,00nan,2700
Castleford High School,Castleford,ID,83321,150
Abbeville Christian Academy,Abbeville,AL,36310,500
Long Cane Academy,Mc Cormick,SC,29835,500
South County High School,Lorton,VA,22079,150
Montgomery County High School,Kilmichael,MS,39747,150
Academy of Finance,Wilmington,DE,19807,500
Lewis Palmer High School,Monument,CO,80132,150
Clint ISD Early College Academy,Clint,TX,79836,150
"Casa Ramona Academy for Technology, Community, and Education",Sn Bernrdno,CA,92411,150
Humanitas Academy of Art and Technology at Torres High School,Los Angeles,CA,90063,150
Baldwin High School,Pittsburgh,PA,15236,150
Belle Vernon Area High School,Belle Vernon,PA,15012,150
Gila Bend High School,Gila Bend,AZ,85337,150
Prospect Charter School,Prospect,OR,97536,150
Westchester-Emerson Community Adult School,Los Angeles,CA,90045,150
British School Of Tenerife,Los Realejos,,00nan,2700
Paul Robeson School of Visual and Performing Arts,Oakland,CA,94601,150
Elgin Public School,Elgin,NE,68636,150
John Muir Charter School,Sacramento,CA,95827,150
Spring Ridge Academy,Spring Valley,AZ,86333,500
Prague High School,Prague,NE,68050,150
Central Union High School,El Centro,CA,92243,150
Breaux Bridge Senior High School,Breaux Bridge,LA,70517,150
Albert I Prince Technical High School,Hartford,CT,06106,150
William Penn High School,York,PA,17401,150
Arizona Conservatory for Arts and Academics,Phoenix,AZ,85053,150
Carrington High School,Carrington,ND,58421,150
Idaho Fine Arts Academy,Eagle,ID,83616,150
School Of Knowledge,Indianapolis,IN,46222,500
Alternative Academy of the South Bay Community Day School,Inglewood,CA,90301,150
Mcfarland High School,Mc Farland,WI,53558,500
Clever R-V High School,Clever,MO,65631,150
Bayview Secondary School,Richmond Hill,ON,00nan,2700
Salem Community Charter School,Salem,MA,01970,500
Marysville On-Line Virtual Education Program,Marysville,WA,98270,500
Elkton High School,Elkton,OR,97436,150
Westville High School,Westville,IN,46391,150
Parkview Baptist High School,Baton Rouge,LA,70816,500
ALC Bronx Educational Center,Bronx,NY,00nan,2700
Career Institute Of Technology,Easton,PA,18040,150
Greene Central High School,Snow Hill,NC,28580,150
Central Valley School,Buxton,ND,58218,150
Genoa Christian Academy,Westerville,OH,43082,500
Sumner Academy of Arts and Science,Kansas City,KS,66101,150
KIPP University Prep High School,San Antonio,TX,78212,150
Beehive Science and Technology Academy,Sandy,UT,84094,150
Louisiana Technical College-Sabine Valley Campus,Many,LA,71449,500
Saint Martin High School,Ocean Springs,MS,39564,150
Mckinney Christian Academy,Mckinney,TX,75071,500
Spade High School,Spade,TX,79369,150
Wamogo Regional High School,Litchfield,CT,06759,150
Christian High School,El Cajon,CA,92019,500
Cornerstone Christian,Vancouver,WA,98662,500
Kensington Urban Education Academy,Philadelphia,PA,19125,150
Malden High School,Malden,MO,63863,500
Kobuk School,Kobuk,AK,99751,150
Tri-Valley High School,Dresden,OH,43821,150
College Board New England Regional Office,Waltham,MA,02451,150
Beirut Evangelical School For Girls And Boys,Antelias,BAYRUT,00nan,2700
Central Kitsap Alternative High School,Silverdale,WA,98383,150
